0.7845,acetone,CC(C)=O,0.0001233958538993,CC=C;C=C(C(=O)N(C)C);CC=CC,14,348,0.6499825802469135,0.038612627041021,0.0007267536780567,13.497481481481485,0.6963200823360418,1.3070123456790124,0.3285825335118495
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C(CN);C=C(C(=O)OCCO);C=CCC,20,348,1.0220167407407408,0.0732544514268338,0.0006060408705764,20.41276543209877,0.8547899210773549,2.5975925925925925,0.467211765711443
1.07,phenol,Oc1ccccc1,0.0001184600197433,CC=C;C=Cc1cccc(C)c1;C=C(C=O),14,280,0.8724480370370372,0.0753480139468809,285.77937951800453,18.190555555555555,0.5732557656400031,2.2778271604938274,0.5651170924252746
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,CC=C;C=CCC;C=C(C=O),23,280,1.0498292962962965,0.0823142352217065,0.0009457970819853,20.038580246913583,0.7509691822546616,2.956123456790124,0.3492915363289147
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)NCC);C=C(CO);C=CCl,20,298,1.067930987654321,0.0401786592702262,0.0008382270411172,19.871135802469134,0.4062318790818621,3.070728395061728,0.2644557893152699
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=CC;C=C(CO);C=CCl,20,348,0.9985090864197532,0.0363287517879986,9.840350150237043e-05,16.977333333333334,0.3164880587921521,3.1022222222222218,0.153694823482875
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=CCC;C=C(C(=O)NCC);C=CCl,20,298,1.169145061728395,0.0447849883944387,0.0003073976871499,20.482530864197532,0.5036004218126416,3.6073333333333335,0.3305963933690777
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C(C(=O)OCC);C=C(CN);C=C(C(=O)OCCO),14,348,0.760566888888889,0.0629479737759193,0.0024336874080486,16.191728395061727,0.8446589495444727,1.9054444444444445,0.4219568171691927
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(CN);C=C(C(=O)O);C=Cc1cccc(C)c1,20,280,1.1182634567901235,0.0127450024251089,0.0001210003045712,21.942765432098764,0.3821590474795701,2.9437283950617283,0.0943518516499271
0.6795,n-heptane,CCCCCCC,0.0001382033563672,CC=C;CC=CCBr,24,298,1.3495508641975311,0.0251424553736528,0.0001193840851302,20.332037037037036,0.3918666453834268,3.688802469135804,0.185148083526159
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(CN);CC=CCBr,14,298,0.8854671481481481,0.0158619670522976,2.5015405886960334e-05,13.77901234567901,0.2368014479970722,2.297123456790123,0.1160113215756532
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(C(=O)OCCO);C=CCC;C=CCl,20,280,0.9154870123456788,0.1844443184879418,221.7820560834228,21.342666666666663,1.1429040226275655,1.7056790123456789,1.0638505281991648
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)NCC);C=C(CO);C=C(F),20,348,0.8768161234567903,0.0774997851232995,0.0040144675237626,18.58974074074074,1.073490956654598,2.6669876543209874,0.2598149623528233
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=Cc1ccccc1;C=C(C(=O)O),20,298,1.09287187654321,0.060619585550225,0.0041045871222029,23.369185185185184,0.6156230430535767,3.324506172839506,0.2916964481496657
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(CN);C=C(C(=O)O);C=C(Br),23,298,1.2491885185185183,0.0348570305752119,0.0002155627770509,19.473086419753084,0.3809219873318694,3.489987654320988,0.1170495825958205
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=Cc1ccccc1;C=C(C(=O)NCC);C=CCl,14,280,0.7333479259259259,0.100275372154928,297.5406349831101,17.088419753086416,1.1129210909456,1.6319753086419757,0.7386928390755172
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(C(=O)OCC);C=C(CN);CC=CC,20,280,1.091141851851852,0.0363287400124423,0.0005894212959407,21.08516049382716,0.5176499235753195,2.9585308641975305,0.2258459589976085
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(CN);C=C(C(=O)N(C)C),14,280,0.8257625802469136,0.0243201047080186,0.0005378612081832,15.190641975308642,0.3589271155645058,2.5203703703703706,0.1807705348849167
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(CN);CC=CCBr,20,348,1.1176535802469136,0.0240747175570854,0.0014826206443742,19.06171604938272,0.3942858909680785,3.610135802469137,0.1091010125544462
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=C(CN);CC=CC;C=C(CO),14,298,0.6307224938271605,0.0575514819772768,322.4380610849948,12.657654320987657,0.8669327107396888,1.3521851851851852,0.4993394923991193
0.7845,acetone,CC(C)=O,0.0001233958538993,CC=C;C=C;CC=CCBr,14,348,0.807031938271605,0.0510020738966723,0.0016325961896536,11.875444444444446,0.4630534193112091,2.0964320987654324,0.4343629346176642
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,CC=C;CC=CCBr;C=C(F),20,348,0.9388286666666668,0.069842753897418,0.0026088424976716,16.521827160493828,0.5163167701746111,2.2896543209876543,0.4954533317708243
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=CCC,24,280,1.200350864197531,0.0304443826924568,0.0001001022796068,20.26174074074074,0.5365893613007807,3.3245061728395067,0.1390541348936875
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,CC=CCBr;C=C(C(=O)NCC);C=C(CO),23,348,1.1823403703703703,0.0625221382311787,0.000651356699064,22.89811111111111,0.7290694898208636,3.3999876543209875,0.2987904626796594
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(CO);C=C(F);C=CCl,20,298,0.7565539012345679,0.1196844629583133,0.0013619378775651,13.910271604938274,0.8930747830982948,1.839407407407408,0.7396299671729046
0.6795,n-heptane,CCCCCCC,0.0001382033563672,CC=C;C=C(C(=O)NCC);C=C(F),23,280,1.138380987654321,0.0496915011638149,0.0008531907382305,21.58040740740741,0.6043499267967232,3.0660864197530864,0.3599260279808144
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=Cc1ccccc1;C=C(C(=O)O);C=CCC,20,298,0.98875012345679,0.0362721572356534,0.0015400099402284,20.59304938271605,0.7045282442486344,2.2890740740740743,0.3026927210917376
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=Cc1ccccc1;C=C(C(=O)OCCO);C=C(C(=O)N(C)C),14,280,0.8438728271604937,0.0646460775437867,242.2533278775968,19.834617283950617,0.7180523996131161,2.094753086419753,0.5295635643275635
0.7895,ethanol,OCC,0.0001125370187561,CC=C;C=C(C(=O)NCC);C=C(Br),20,348,1.1937162962962962,0.0648889974779236,0.0015026640206577,20.378987654320987,0.6162034595418041,3.8322222222222218,0.3034219243850563
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C;C=C(C=O);C=CCl,14,298,0.7687780864197531,0.0618610788301462,0.0002440260061516,11.189271604938272,0.3921571243537147,2.166703703703704,0.3515226296016873
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)O);C=C(C(=O)NCC),14,348,0.8908145925925925,0.013426410695616,0.0002698354243417,16.82633333333333,0.353809427674152,2.6292469135802468,0.0975691626633112
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=CCC;CC=CCBr;C=C(C(=O)NCC),14,280,0.764015987654321,0.035937348982826,0.0007336010003794,14.88643209876543,0.445528232419955,1.9159135802469127,0.2291386015154709
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)OCCO);C=C(C(=O)N(C)C);C=C(CO),20,348,0.9161047654320988,0.0449175513668858,0.001249999389415,23.07772839506173,0.7247816020534751,1.533037037037037,0.4903282207464268
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(CN);C=C(C(=O)OCCO);C=C(F),14,280,0.8721273456790125,0.0331956053926823,0.0010833977635157,14.766753086419756,0.5616655683221309,2.6276049382716047,0.1812026134913823
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=Cc1ccccc1;C=C(C(=O)N(C)C);CC=CCBr,20,280,1.0502671975308642,0.1222333106848265,160.41572944046158,24.01381481481482,1.0473424229408603,2.635765432098766,0.6139014734075605
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(C(=O)O);C=C(C(=O)OCCO);C=C(Br),14,280,0.7765965925925925,0.0311224819548754,0.0004320034671652,13.215283950617282,0.479234349089624,2.3703333333333334,0.1236344672066875
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C=O);C=C(Br);C=CCl,23,280,1.2007195061728393,0.0212373480652023,6.013786406811803e-05,18.21797530864198,0.2956820938523413,3.1287654320987657,0.1545674387639514
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(CN);C=Cc1cccc(C)c1;C=C(C(=O)NCC),14,348,0.8668449506172841,0.0368013245594624,0.003612424570155,18.928506172839505,0.6376073354027748,2.328950617283951,0.2932312491235917
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=CCC;C=C(C(=O)NCC);C=C(C=O),14,280,0.832917950617284,0.0137421535887509,6.58088841377746e-05,14.981370370370373,0.300808065808446,2.213975308641976,0.1111837512896136
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=Cc1ccccc1;C=CCC;C=C(C(=O)NCC),14,298,0.78537412345679,0.0509689823298233,328.7767200256933,18.196938271604942,0.9144584627746754,1.753382716049383,0.4460050536142087
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=CCC;C=Cc1cccc(C)c1;C=C(CO),14,348,0.7304316049382715,0.0271284744747176,0.0003862049502409,16.145975308641972,0.4773238147020269,1.198506172839506,0.2091183800517695
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=Cc1ccccc1;C=C;C=C(C=O),20,348,1.1151450617283951,0.0512287365133015,0.0021128460401201,20.21993827160493,0.4943258371020497,3.4156419753086418,0.2628864144075322
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(CN);C=C(C(=O)N(C)C);C=C(C=O),14,280,0.8490678271604939,0.0573582602913402,196.2093026815945,16.88114814814815,0.3496905196507444,2.536469135802469,0.352296279856157
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=CCC;CC=CCBr;C=C(C(=O)NCC),14,348,0.8105079382716049,0.045520063970302,0.0025569782101204,15.177617283950616,0.493008065140782,1.951098765432099,0.307074793034196
0.6795,n-heptane,CCCCCCC,0.0001382033563672,CC=C;C=Cc1cccc(C)c1;C=C(C=O),14,280,0.8849743827160493,0.0306106877597536,0.0004825344142026,16.64095061728395,0.3741052503000834,2.302086419753086,0.3521123276698195
0.877,benzene,c1ccccc1,9.378084896347484e-05,CC=C;CC=CCBr;C=C(Br),23,298,0.9729244074074076,0.2432885887344786,257.31850908104485,17.299407407407408,2.001090867796787,1.6549506172839503,1.341291002399145
0.7895,ethanol,OCC,0.0001125370187561,C=C(CN);C=C(F);C=CCl,20,348,0.8369232345679013,0.0800100735489934,0.0012928862909575,14.691913580246917,0.5927341585020076,2.001604938271605,0.4209094703114147
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=CCC;CC=CCBr,14,280,0.7353032839506173,0.0086914939888881,3.933928668886727e-05,12.701246913580244,0.2485641497974881,2.8082469135802466,0.0559628472135915
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)O);C=C(C(=O)OCCO);C=C(CO),14,348,0.7474245432098766,0.0262541575534376,0.0007814816438529,14.88904938271605,0.652511499378062,1.7189629629629628,0.2203832489234053
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C(C(=O)O);C=C(C=O),20,348,0.8361166172839507,0.0953502743746585,0.0006496777118158,15.41664197530864,0.7465153998335807,2.290197530864198,0.3259680897717734
0.7895,ethanol,OCC,0.0001125370187561,C=C(CN);C=C(C(=O)O);C=C,14,348,0.8284650493827159,0.0607715362884776,0.0027838156986941,12.549753086419752,0.3581239364361152,2.263469135802469,0.3645994279679574
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(CN);C=C(C(=O)OCCO);C=CCl,14,280,0.7370857777777777,0.0460149581712965,0.0002190407791984,14.335753086419752,0.4854522272681523,1.8630246913580248,0.244142792426974
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C;C=C(F);C=CCl,14,280,0.709875925925926,0.0319760985810284,0.0013566913824026,10.279345679012344,0.2312985436800016,1.7310493827160494,0.1828994799980841
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)OCC);C=C(C(=O)NCC);C=CCl,14,280,0.9479765802469136,0.0128001364700134,4.6688745524452805e-05,17.44704938271605,0.3414756611985356,2.905888888888889,0.0574956788499775
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)OCCO);C=C(Br);C=CCl,14,280,0.8757043333333333,0.0112161684111447,5.290413718114508e-05,14.54395061728395,0.2734437853274178,2.2611975308641976,0.0827692642531905
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,CC=C;CC=CC;C=C(CO),20,298,1.1250196296296298,0.0173752210711183,4.61650122134603e-05,17.08632098765432,0.3563527461420427,3.460172839506173,0.0720176230358908
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(CO);C=CCl,20,298,0.95577,0.0446155417752741,0.000677664263555,15.697555555555557,0.4029883434272902,2.4114197530864194,0.2809039141637788
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=CCC;C=CCl,24,298,0.7629225679012346,0.1939704594313228,422.8983508379029,16.455259259259257,1.8756884285330504,1.480679012345679,0.8066588739623674
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C;C=Cc1cccc(C)c1;C=CCl,20,348,1.1147290740740745,0.0793806147994907,0.0015488557232323,21.132913580246917,0.9340653108200224,3.5066913580246912,0.2218654158827428
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=Cc1ccccc1;C=C;C=CCC,23,298,1.1543853086419753,0.0811438830611283,0.0011984905082051,23.29469135802469,1.0919107009340117,3.021074074074074,0.306892983228693
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=Cc1ccccc1;C=C(C(=O)OCCO);C=CCl,14,280,0.8780583703703703,0.0105903984926534,5.2444214261426426e-05,17.56683950617284,0.3259986160990895,2.2644814814814813,0.092980033846528
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=CCBr,20,298,1.0812460617283952,0.0410355700333156,0.0008667444739305,19.632814814814814,0.3430020736038933,2.7630370370370367,0.440754584283056
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)OCC);C=C(C=O);C=C(Br),23,348,1.396993827160494,0.0867783970893806,0.0066343180247253,23.041283950617284,0.8339045336391322,4.094222222222222,0.4654449616718168
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(CN);C=C(C(=O)OCCO);CC=CC,20,348,0.911975851851852,0.1110687721702646,0.005123858143387,18.67235802469136,1.2820407758065522,2.1483827160493827,0.4816330904073547
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(CN);C=C(C(=O)O);C=C(C(=O)N(C)C),23,348,1.3220930864197529,0.0243174995994717,0.0002224613102826,22.10014814814815,0.5489272166355365,2.906543209876544,0.0887034244864459
0.6795,n-heptane,CCCCCCC,0.0001382033563672,CC=C;C=C(Br);C=CCl,23,280,1.1447524691358024,0.0845163545650491,0.0003537843710961,17.78788888888889,0.3848045840439463,3.189654320987654,0.2124017949107988
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=Cc1cccc(C)c1;C=C(Br),14,298,0.8460653580246914,0.0475824246888163,0.0027611584126679,16.773481481481486,0.8187607786283045,2.471037037037037,0.3147398080580307
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(CN);C=C(C(=O)N(C)C),20,280,1.152018641975309,0.0459294955864141,0.000597242310766,20.936604938271604,0.3739921659908493,3.5703703703703704,0.1266232327525337
0.877,benzene,c1ccccc1,9.378084896347484e-05,CC=CCBr;C=C(F),20,298,0.9641246049382716,0.1498794277222119,282.31210711695815,18.366444444444447,1.1672800503946696,2.432753086419753,0.6816873134763999
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,CC=C;CC=CCBr;C=CCl,14,298,0.8040067901234568,0.0384269108034229,0.0001074712450683,12.74364197530864,0.3831470822453633,2.567962962962963,0.0898822885153227
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=Cc1ccccc1;C=C(C=O),14,280,0.9886826666666668,0.0117203258244853,7.01173562612545e-05,15.18264197530864,0.2954169394510353,3.066172839506173,0.0793599068665225
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(C(=O)OCC);C=C(F),20,280,1.0221984074074075,0.0471512758898833,0.00086082873234,18.88014814814815,0.5884003027903121,2.599111111111111,0.3017227899501604
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=CCC;CC=CC,14,280,0.7542602222222222,0.0162390954759353,8.473499131554538e-05,12.351308641975308,0.2354504819096556,2.03620987654321,0.1267631909077732
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C;CC=CC;CC=CCBr,20,348,0.9752424814814812,0.1183368227648385,0.0170810440935521,17.209518518518518,0.5333529651736584,2.300716049382716,0.7870197612240953
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)N(C)C);C=C;CC=CC,14,348,0.9142442345679012,0.0196775800713272,0.0001129897726213,14.4641975308642,0.3398346518693868,2.6174074074074074,0.0845671298513976
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)O);CC=CC;C=Cc1cccc(C)c1,20,348,1.025531987654321,0.0493877269415857,0.0008629266591625,20.400469135802467,0.6356886435327732,3.148407407407407,0.2041284259139769
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(C(=O)N(C)C);C=C;C=C(Br),20,280,0.9174526790123458,0.0479821734785339,0.0002115612539153,16.926580246913577,0.4902497943338512,3.044703703703704,0.1972475692284432
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C=O);C=C(Br);C=C(F),20,348,1.1764729629629629,0.0723193392068789,0.0083705545824183,15.612222222222222,0.4048641595082492,3.342382716049382,0.3706462014035019
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=CCBr;C=C(C=O);C=C(Br),23,280,1.3407332098765432,0.0117049552477151,4.930976603404015e-05,19.462444444444447,0.3138345085637208,3.497123456790124,0.0915763707077388
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)OCC);CC=CC;C=Cc1cccc(C)c1,20,348,1.1642951851851853,0.0523471999348111,0.0013914855821557,23.799271604938276,0.7645636859898992,3.3028271604938264,0.3599934769684562
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=C;C=C(CN);C=Cc1cccc(C)c1,14,298,0.7798724197530864,0.059795794103893,0.0048319735963897,15.51646913580247,0.7367971911586342,2.4626790123456788,0.3250130036205956
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=Cc1cccc(C)c1;C=C(CO);C=C(F),14,298,0.7133882839506173,0.1271242015678081,204.64303400688303,14.871,1.4294922089009936,1.5299753086419752,0.634044123076321
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)N(C)C);C=CCC,20,298,1.0966806172839507,0.0311084741876812,0.0005550405706178,21.09837037037037,0.4667446877753721,2.682320987654321,0.2688974666749572
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=C;C=C(C(=O)O);C=C,20,348,0.881134864197531,0.0630987721274661,0.0047513446652197,15.472111111111111,0.4507696025331581,2.3256543209876543,0.3848973619959645
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(CN);C=C(C(=O)O),14,348,0.6130083950617284,0.0553211582044202,0.0112429869475916,11.504888888888887,0.869532924145394,0.7444814814814814,0.3359196740812336
0.7845,acetone,CC(C)=O,0.0001233958538993,CC=C;C=C(C(=O)OCCO);C=C(CO),23,280,1.3064739506172838,0.0803991045444731,0.0045261928408457,23.56367901234568,1.0264217219485925,3.938259259259259,0.3958344141202485
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)OCCO);CC=CCBr;C=C(F),14,280,0.9767407283950617,0.0123276852653004,7.581901347854968e-05,16.103444444444442,0.3255149007607546,2.440654320987654,0.1175018949669971
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(F),20,280,1.0158865555555556,0.0361552197829795,8.464421481463266e-05,13.595123456790123,0.2356816948802577,3.146283950617284,0.1423946207341494
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)OCC);C=C(C(=O)O);CC=CC,14,280,0.9091877530864196,0.0564853796010947,0.0035020947061717,15.64106172839506,0.4857196861087224,2.275666666666667,0.3854450049641996
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)OCC);C=CCC;C=CCl,20,348,1.0505622222222222,0.0869294367649509,0.0020221154952404,20.891469135802467,0.6778053197759202,2.852135802469136,0.4260269728053487
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=Cc1ccccc1;C=C(F);C=CCl,14,298,0.8306546790123458,0.0412180911586303,0.0004638326793238,13.382617283950616,0.4235231877541802,2.4511111111111115,0.3152088862568893
0.7845,acetone,CC(C)=O,0.0001233958538993,C=Cc1ccccc1;C=C(C(=O)NCC);C=C(F),14,280,0.9652003333333332,0.0668034461198034,0.0049476075982212,17.067913580246916,0.6503109645056876,2.677641975308642,0.3408886465536577
0.7895,ethanol,OCC,0.0001125370187561,C=C;C=C(Br),24,348,1.456404938271605,0.0737967424441388,0.0040770869436836,17.456716049382717,0.3398850653436422,3.8390617283950617,0.5995222242954578
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(CO),15,280,0.9045023827160492,0.0401877507889009,277.83195193587613,14.444716049382714,0.2942920878180279,2.617395061728395,0.2112152187168073
0.877,benzene,c1ccccc1,9.378084896347484e-05,CC=C;C=C(CN);C=C(C(=O)O),14,298,0.6236013827160494,0.0928691404164646,319.4305834429076,11.975382716049385,0.8447680310996218,1.344888888888889,0.6530534926003617
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(C(=O)O);C=Cc1cccc(C)c1,14,298,0.8711955679012345,0.0467103170753788,0.0016712091786492,16.585864197530864,0.5190298108207778,2.50583950617284,0.1843314551367795
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(CN);C=C(C(=O)OCCO);CC=CC,23,280,1.2604646913580246,0.0154639244924181,8.46485011294621e-05,23.55733333333333,0.4336745380331565,3.2252345679012344,0.1473295853055141
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(CN);C=C(C(=O)OCCO);C=C(C(=O)N(C)C),14,348,0.882889135802469,0.0626787018619962,0.0093058027073639,16.220283950617286,0.8548508098062306,2.503567901234568,0.2740691062835284
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)O);C=CCC,14,348,0.7561602592592593,0.0360150501081257,0.0011651435062021,13.21801234567901,0.4126325150059999,2.3330864197530867,0.1762569110828445
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)NCC);C=C(C=O),14,348,0.8095173827160494,0.0417469710685306,0.002157975361902,15.871641975308645,0.5551902645427167,2.2490123456790125,0.2266121663142963
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)OCC);C=C(C(=O)O);CC=CC,20,298,1.279998888888889,0.0119964746879352,4.933679101623062e-05,21.51451851851852,0.3723513245797893,3.4039506172839498,0.1042430565807525
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,CC=C;C=Cc1ccccc1;CC=CCBr,20,298,1.220593456790123,0.015212691514401,4.149562355979995e-05,21.107432098765432,0.3679555440898525,3.42641975308642,0.0987913206810919
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)OCC);C=C(CN);CC=CCBr,20,348,1.0827194074074074,0.0481171119782797,0.000199825696145,20.798666666666666,0.6915003905446887,3.091641975308641,0.3544976382460454
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C(CN);C=C;CC=CC,20,348,0.9900588518518516,0.0545352758089504,0.0010780893846407,16.25130864197531,0.3936222931674509,2.5979753086419755,0.3209000065521216
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=CCC;C=C(Br);C=C(F),20,298,1.049486913580247,0.0459048068706539,0.0011508721149564,15.762839506172842,0.4092218287260943,2.8935679012345683,0.3143465861968599
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)OCCO);C=C,20,298,1.2782403703703704,0.0169569217044246,5.399799258278765e-05,22.266864197530865,0.4438208334170146,3.207234567901234,0.1012412192936876
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)O);C=C(C=O);C=C(F),14,280,0.862601024691358,0.0166370674899772,7.840888388175691e-05,12.14574074074074,0.2218272477545644,2.214024691358025,0.1061878111752412
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(CN);C=C(C(=O)O);C=C(CO),20,280,0.9256013950617282,0.1291676774341985,208.48158448392812,17.89135802469136,0.7499178606649173,2.4078395061728397,0.6081227632882902
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)OCC);C=C(CN);C=C(CO),23,348,1.17311062962963,0.1025905156488522,0.0015015034724503,23.519839506172843,1.0407237208455569,3.249962962962963,0.462495710876193
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(CN);C=C(C(=O)OCCO);CC=CC,20,280,1.188382530864197,0.1066976949550372,0.0024665834889359,21.22785185185185,0.8055180391434195,3.650172839506173,0.3940668236283407
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=CCC;CC=CC,24,298,0.762441925925926,0.1431465868154323,396.6940930311496,17.310543209876542,1.8907396622367472,1.050283950617284,0.8405645403730404
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=Cc1ccccc1,14,348,0.9578282098765432,0.0282685338161788,0.000649393661328,16.589222222222222,0.4033887014337963,2.8980740740740742,0.1681170798512837
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(C(=O)O);C=Cc1cccc(C)c1;C=C(C(=O)NCC),14,280,0.8169392469135803,0.0341492934462384,0.000616883398911,17.64025925925926,0.5175784971247075,2.3035308641975307,0.2303667010412657
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,CC=C;C=C(C(=O)OCC);C=C(CN),20,280,1.0585844444444443,0.0581028483369292,0.0011500063509018,20.50707407407408,0.6719393303333525,3.036987654320988,0.4986686099642061
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(C=O);C=C(Br);C=CCl,20,280,1.0379139753086422,0.1523152689111662,253.0369138942495,15.925160493827162,0.6145991056465057,2.835197530864197,0.5965941280084396
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(CN);CC=CC;CC=CCBr,23,280,1.2030376543209875,0.0807703560746374,159.33950924940956,22.886135802469138,0.4542106367593607,3.698037037037036,0.473046638382568
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=Cc1ccccc1;C=C(C(=O)O);C=C,20,348,1.163556543209877,0.0760606587064917,0.0006392805188479,20.818851851851853,0.5294026475541198,3.508827160493827,0.145150053488587
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(CN);C=C(C(=O)O);C=CCC,23,348,1.2167022962962963,0.1330926511432241,0.017977093219617,20.802024691358024,0.798824150912887,3.4716543209876543,0.5163546049343267
